city_id,city_name,country,continent,W0_baseline,W1_equal,W2_gap_heavy,W3_continuity_heavy,W4_coverage_only,W5_dualpol_heavy,W6_no_1b_shock
Africa_+18047+4712,Mohammadia,Algeria,Africa,0.9758068197780588,0.9232892026033618,0.9761018050287962,0.9755118345273214,0.9979351032448378,0.9761018050287962,0.9983775811209439
Africa_+18050+4735,Mascara,Algeria,Africa,0.970828943671864,0.9199706185325653,0.9721195041438404,0.9695383831998877,0.9909660766961652,0.9721195041438404,0.9929019174041298
Africa_+18054+4797,Saida,Algeria,Africa,0.8643807422809375,0.8026064074064683,0.8792774974431793,0.8662981464107311,0.8957227138643067,0.8792774974431793,0.8844395280235989
Africa_+18056+4681,Mostaganem,Algeria,Africa,0.9765261627906976,0.9217538759689922,0.9765261627906976,0.9765261627906977,1.0,0.9765261627906976,1.0
Africa_+18069+4704,Relizane,Algeria,Africa,0.9765261627906976,0.9217538759689922,0.9765261627906976,0.9765261627906977,1.0,0.9765261627906976,1.0
Africa_+18089+5020,El Abiodh Sidi Cheikh,Algeria,Africa,0.7807153392330384,0.692354965585054,0.8033923303834809,0.794321533923304,0.8412610619469025,0.8033923303834809,0.8027101769911505
Africa_+18092+4696,Relizane,Algeria,Africa,0.9765261627906976,0.9217538759689922,0.9765261627906976,0.9765261627906977,1.0,0.9765261627906976,1.0
Africa_+18110+4655,Mazouna,Algeria,Africa,0.9812714776632302,0.9375715922107674,0.9812714776632302,0.9812714776632303,1.0,0.9812714776632302,1.0
Africa_+18114+4671,Oued Rhiou,Algeria,Africa,0.9765647743813682,0.9218825812712275,0.9765647743813682,0.9765647743813684,1.0,0.9765647743813682,1.0
Africa_+18127+4644,'Ain Merane,Algeria,Africa,0.9752777777777776,0.9175925925925925,0.9752777777777777,0.9752777777777778,1.0,0.9752777777777777,1.0
Africa_+18135+4770,Frenda,Algeria,Africa,0.97184,0.9061333333333332,0.9718399999999999,0.97184,1.0,0.9718399999999999,1.0
Africa_+18138+4657,Chlef,Algeria,Africa,0.9787974683544304,0.9293248945147679,0.9787974683544304,0.9787974683544305,1.0,0.9787974683544304,1.0
Africa_+18156+4740,Tiaret,Algeria,Africa,0.8939293188971835,0.8637368643672099,0.9102272540004284,0.8776313837939389,0.8859144542772861,0.9102272540004284,0.9103613569321534
Africa_+18173+4758,Sougueur,Algeria,Africa,0.8915325637349417,0.8621390275923819,0.9083098498706349,0.8747552775992486,0.8825589970501475,0.9083098498706349,0.9077249262536873
Africa_+18176+4696,Lardjem,Algeria,Africa,0.9112224535832032,0.862383596506449,0.9230956099253861,0.8993492972410204,0.9168879056047197,0.9230956099253861,0.9346976401179942
Africa_+18181+4652,Oued Fodda,Algeria,Africa,0.8989071950033782,0.8670554484380062,0.9142095548853841,0.8836048351213724,0.8928834808259587,0.9142095548853841,0.9158370206489677
Africa_+18202+4710,Tissemsilt,Algeria,Africa,0.8915325637349417,0.8621390275923819,0.9083098498706349,0.8747552775992486,0.8825589970501475,0.9083098498706349,0.9077249262536873
Africa_+18217+4644,Ain Defla,Algeria,Africa,0.9330243011658942,0.8770426558037177,0.9405464250596994,0.9255021772720889,0.9473451327433628,0.9405464250596994,0.9586283185840709
Africa_+18230+4880,Aflou,Algeria,Africa,0.8988938053097345,0.8650442477876106,0.9139380530973451,0.8842920353982301,0.8946902654867257,0.9139380530973451,0.9163716814159293
Africa_+18242+4598,Cherchell,Algeria,Africa,0.9349389460799068,0.8780167425869068,0.9420554652539481,0.9278224269058657,0.9501843657817108,0.9420554652539481,0.960859144542773
Africa_+18246+4753,Ksar Chellala,Algeria,Africa,0.972016129032258,0.9067204301075268,0.972016129032258,0.9720161290322581,1.0,0.972016129032258,1.0
Africa_+18263+4617,Baraki,Algeria,Africa,0.9726932668329176,0.9089775561097256,0.9726932668329177,0.9726932668329178,1.0,0.9726932668329177,1.0
Africa_+18282+4634,Medea,Algeria,Africa,0.9719806763285024,0.9066022544283413,0.9719806763285024,0.9719806763285025,1.0,0.9719806763285024,1.0
Africa_+18284+4678,Ksar el Boukhari,Algeria,Africa,0.9729508196721312,0.9098360655737704,0.9729508196721312,0.9729508196721313,1.0,0.9729508196721312,1.0
Africa_+18293+4918,Laghouat,Algeria,Africa,0.9312246759529904,0.8739937576014137,0.9388574193158223,0.924034410466265,0.9465707964601768,0.9388574193158223,0.9571349557522124
Africa_+18299+4728,Ain Oussera,Algeria,Africa,0.972016129032258,0.9067204301075268,0.972016129032258,0.9720161290322581,1.0,0.972016129032258,1.0
Africa_+18300+4647,Berrouaghia,Algeria,Africa,0.9719001610305956,0.906333870101986,0.9719001610305957,0.9719001610305958,1.0,0.9719001610305957,1.0
Africa_+18307+5292,El Menia,Algeria,Africa,0.2977138643067846,0.242133726647001,0.22507374631268434,0.33761061946902654,0.2792772861356932,0.38879056047197635,0.31766224188790565
Africa_+18310+4770,Hassi Bahbah,Algeria,Africa,0.9756338028169014,0.9187793427230047,0.9756338028169014,0.9756338028169015,1.0,0.9756338028169014,1.0
Africa_+18328+4822,Djelfa,Algeria,Africa,0.9235592406159508,0.8710578423678204,0.9329987686395497,0.9141197125923521,0.9339233038348083,0.9329987686395497,0.9480825958702066
Africa_+18354+4875,Messaad,Algeria,Africa,0.8079565490116299,0.7497273364301134,0.832772183229919,0.8008400298375887,0.8262905604719764,0.832772183229919,0.8281157817109145
Africa_+18368+4598,Tizi Gheniff,Algeria,Africa,0.8133549524995233,0.7529727521862183,0.8370643920275469,0.8073446280157476,0.8340339233038347,0.8370643920275469,0.8341998525073747
Africa_+18375+4678,Sidi Aissa,Algeria,Africa,0.8087458079567506,0.749899989157703,0.8333770763933286,0.8018136545644201,0.8275811209439528,0.8333770763933286,0.8291297935103246
Africa_+18375+5072,Ghardaia,Algeria,Africa,0.6765363815142575,0.6735824319895115,0.688350540806293,0.6979424778761061,0.6878982300884955,0.7291937069813175,0.6596005408062929
Africa_+18376+4608,Beni Douala,Algeria,Africa,0.9399167246693844,0.8808433595174173,0.9460007954658447,0.9338326538729245,0.9574115044247786,0.9460007954658447,0.966537610619469
